secID,publishDate,endDate,CFrSaleGS
601238.XSHG,2025-03-29,2023-12-31,161715273401.0
601238.XSHG,2024-03-29,2023-12-31,161715273401.0
601238.XSHG,2024-03-29,2022-12-31,129439004893.0
601238.XSHG,2023-03-30,2022-12-31,129439004893.0
601238.XSHG,2023-03-30,2021-12-31,88766672619.0
601238.XSHG,2022-03-31,2021-12-31,88766672619.0
601288.XSHG,2025-03-29,2024-12-31,
601288.XSHG,2025-03-29,2023-12-31,
601288.XSHG,2024-03-29,2023-12-31,
601288.XSHG,2024-03-29,2022-12-31,
601288.XSHG,2023-03-31,2022-12-31,
601288.XSHG,2023-03-31,2021-12-31,
601288.XSHG,2022-03-31,2021-12-31,
601318.XSHG,2025-03-20,2024-12-31,
601318.XSHG,2025-03-20,2023-12-31,
601318.XSHG,2024-03-22,2023-12-31,
601318.XSHG,2024-03-22,2022-12-31,
601318.XSHG,2023-03-16,2022-12-31,
601318.XSHG,2023-03-16,2021-12-31,
601318.XSHG,2022-03-18,2021-12-31,
601390.XSHG,2025-03-29,2024-12-31,1027845967000.0
601390.XSHG,2025-03-29,2023-12-31,1250265444000.0
601390.XSHG,2024-03-29,2023-12-31,1250265444000.0
601390.XSHG,2024-03-29,2022-12-31,1203611860000.0
601390.XSHG,2023-03-31,2022-12-31,1203611860000.0
601390.XSHG,2023-03-31,2021-12-31,1161677670000.0
601390.XSHG,2022-03-31,2021-12-31,1161677670000.0
601398.XSHG,2025-03-29,2024-12-31,
601398.XSHG,2025-03-29,2023-12-31,
601398.XSHG,2024-03-28,2023-12-31,
601398.XSHG,2024-03-28,2022-12-31,
601398.XSHG,2023-03-31,2022-12-31,
601398.XSHG,2023-03-31,2021-12-31,
601398.XSHG,2022-03-31,2021-12-31,
601601.XSHG,2025-03-27,2024-12-31,
601601.XSHG,2025-03-27,2023-12-31,
601601.XSHG,2024-03-29,2023-12-31,
601601.XSHG,2024-03-29,2022-12-31,
601601.XSHG,2023-03-27,2022-12-31,
601601.XSHG,2023-03-27,2021-12-31,
601601.XSHG,2022-03-28,2021-12-31,
601628.XSHG,2025-03-27,2024-12-31,
601628.XSHG,2025-03-27,2023-12-31,
601628.XSHG,2024-03-28,2023-12-31,
601628.XSHG,2024-03-28,2022-12-31,
601628.XSHG,2023-03-30,2022-12-31,
601628.XSHG,2023-03-30,2021-12-31,
601628.XSHG,2022-03-25,2021-12-31,
601668.XSHG,2025-04-16,2024-12-31,2239163754000.0
601668.XSHG,2025-04-16,2023-12-31,2290420688000.0
601668.XSHG,2024-04-19,2023-12-31,2290420688000.0
601668.XSHG,2024-04-19,2022-12-31,2127797407000.0
601668.XSHG,2023-04-18,2022-12-31,2127797407000.0
601668.XSHG,2023-04-18,2021-12-31,2014118683000.0
601668.XSHG,2022-04-16,2021-12-31,2020204424000.0
601669.XSHG,2025-04-28,2024-12-31,673150141268.74
601669.XSHG,2025-04-28,2023-12-31,622652736325.97
601669.XSHG,2024-04-26,2023-12-31,622160064543.75
601669.XSHG,2024-04-26,2022-12-31,568145939538.39
601669.XSHG,2023-04-27,2022-12-31,568145939538.39
601669.XSHG,2023-04-27,2021-12-31,557654197569.44
601669.XSHG,2022-04-28,2021-12-31,446313833955.65
601688.XSHG,2025-03-29,2024-12-31,
601688.XSHG,2025-03-29,2023-12-31,
601688.XSHG,2024-03-29,2023-12-31,
601688.XSHG,2024-03-29,2022-12-31,
601688.XSHG,2023-03-31,2022-12-31,
601688.XSHG,2023-03-31,2021-12-31,
601688.XSHG,2022-03-31,2021-12-31,
601766.XSHG,2025-03-29,2024-12-31,255299159000.0
601766.XSHG,2025-03-29,2023-12-31,228777284000.0
601766.XSHG,2024-03-29,2023-12-31,228777284000.0
601766.XSHG,2024-03-29,2022-12-31,223297502000.0
601766.XSHG,2023-03-31,2022-12-31,223297502000.0
601766.XSHG,2023-03-31,2021-12-31,226015807000.0
601766.XSHG,2022-03-31,2021-12-31,226015807000.0
601857.XSHG,2025-03-31,2024-12-31,3164290000000.0
601857.XSHG,2025-03-31,2023-12-31,3253194000000.0
601857.XSHG,2024-03-26,2023-12-31,3250400000000.0
601857.XSHG,2024-03-26,2022-12-31,3377857000000.0
601857.XSHG,2023-03-30,2022-12-31,3377857000000.0
601857.XSHG,2023-03-30,2021-12-31,2575909000000.0
601857.XSHG,2022-04-01,2021-12-31,2575909000000.0
601888.XSHG,2025-03-29,2024-12-31,58647860561.47
601888.XSHG,2025-03-29,2023-12-31,70275751755.44
601888.XSHG,2024-03-28,2023-12-31,70275751755.44
601888.XSHG,2024-03-28,2022-12-31,58069601602.49
601888.XSHG,2023-03-31,2022-12-31,58069601602.49
601888.XSHG,2023-03-31,2021-12-31,71378953773.61
601888.XSHG,2022-04-23,2021-12-31,71378953773.61
601899.XSHG,2025-03-22,2024-12-31,329383672087.0
601899.XSHG,2025-03-22,2023-12-31,321076708367.0
601899.XSHG,2024-03-23,2023-12-31,321076708367.0
601899.XSHG,2024-03-23,2022-12-31,282341075714.0
601899.XSHG,2023-03-25,2022-12-31,282341075714.0
601899.XSHG,2023-03-25,2021-12-31,236345807492.0
601899.XSHG,2022-03-19,2021-12-31,236345807492.0
601919.XSHG,2025-03-22,2024-12-31,234207190793.39
601919.XSHG,2025-03-22,2023-12-31,182020226317.89
601919.XSHG,2024-03-29,2023-12-31,182020226317.89
601919.XSHG,2024-03-29,2022-12-31,393865278729.08
601919.XSHG,2023-03-31,2022-12-31,393865278729.08
601919.XSHG,2023-03-31,2021-12-31,331856218884.15
601919.XSHG,2022-03-31,2021-12-31,331855869787.3
603259.XSHG,2025-03-18,2024-12-31,41023171534.69
603259.XSHG,2025-03-18,2023-12-31,39358491885.8
603259.XSHG,2024-03-19,2023-12-31,39358491885.8
603259.XSHG,2024-03-19,2022-12-31,39962159722.45
603259.XSHG,2023-03-21,2022-12-31,39962159722.45
603259.XSHG,2023-03-21,2021-12-31,23543074709.36
603259.XSHG,2022-03-24,2021-12-31,23543074709.36
603288.XSHG,2025-04-03,2024-12-31,30382603211.16
603288.XSHG,2025-04-03,2023-12-31,29543161729.95
603288.XSHG,2024-04-27,2023-12-31,29543161729.95
603288.XSHG,2024-04-27,2022-12-31,26757359428.31
603288.XSHG,2023-04-26,2022-12-31,26757359428.31
603288.XSHG,2023-04-26,2021-12-31,28477440745.66
603288.XSHG,2022-03-25,2021-12-31,28477440745.66
